2,0.0003027915954589844
3,0.0005979537963867188
4,0.00043845176696777344
5,0.0006816387176513672
6,0.0005629062652587891
7,0.0006835460662841797
8,0.0011484622955322266
9,0.0010554790496826172
10,0.0010440349578857422
11,0.0010166168212890625
12,0.0012400150299072266
13,0.0015649795532226562
14,0.0013592243194580078
15,0.0021429061889648438
16,0.002160310745239258
17,0.007373809814453125
18,0.002718210220336914
19,0.0028862953186035156
20,0.0032660961151123047
21,0.0036666393280029297
22,0.004183769226074219
23,0.0037174224853515625
24,0.004449129104614258
25,0.010432720184326172
26,0.004989147186279297
27,0.006117105484008789
28,0.006639003753662109
29,0.007508277893066406
30,0.00696873664855957
31,0.006487846374511719
32,0.010005712509155273
33,0.00866556167602539
34,0.008452892303466797
35,0.010414600372314453
36,0.009426116943359375
37,0.011501312255859375
38,0.012670278549194336
39,0.013475894927978516
40,0.013901710510253906
41,0.015147924423217773
42,0.01579570770263672
43,0.015622138977050781
44,0.01790642738342285
45,0.018070459365844727
46,0.019042491912841797
47,0.030351638793945312
48,0.036040544509887695
49,0.039502859115600586
50,0.034284353256225586
