2,0.013403177261352539
3,0.016979455947875977
4,0.02273726463317871
5,0.026623964309692383
6,0.03256654739379883
7,0.03575944900512695
8,0.04250669479370117
9,0.04307436943054199
10,0.047579288482666016
11,0.0514979362487793
12,0.05222129821777344
13,0.059465646743774414
14,0.06824278831481934
15,0.06745648384094238
16,0.06790661811828613
17,0.06438374519348145
18,0.060039520263671875
19,0.0715799331665039
20,0.07374811172485352
21,0.08128905296325684
22,0.0773618221282959
23,0.08468866348266602
24,0.13722753524780273
25,0.12401604652404785
26,0.12092328071594238
27,0.09051322937011719
28,0.09986543655395508
29,0.1387312412261963
30,0.10076689720153809
31,0.10505151748657227
32,0.11275219917297363
33,0.12014174461364746
34,0.11226606369018555
35,0.11582112312316895
36,0.1207280158996582
37,0.13196015357971191
38,0.1315751075744629
39,0.1288280487060547
40,0.14453864097595215
41,0.14618778228759766
42,0.13657546043395996
43,0.1476912498474121
44,0.15890097618103027
45,0.15253257751464844
46,0.16366958618164062
47,0.15906786918640137
48,0.17933130264282227
49,0.16297006607055664
50,0.17287468910217285
