2,0.012314796447753906
3,0.020505905151367188
4,0.030736684799194336
5,0.02456355094909668
6,0.032309532165527344
7,0.03048086166381836
8,0.03484654426574707
9,0.03740119934082031
10,0.04735565185546875
11,0.04730582237243652
12,0.0518193244934082
13,0.06104111671447754
14,0.04737424850463867
15,0.044710636138916016
16,0.050823211669921875
17,0.05312991142272949
18,0.05849790573120117
19,0.057392120361328125
20,0.05840301513671875
21,0.06747579574584961
22,0.06675362586975098
23,0.06923556327819824
24,0.1022956371307373
25,0.09095525741577148
26,0.07402944564819336
27,0.0790247917175293
28,0.0960228443145752
29,0.09259796142578125
30,0.08288431167602539
31,0.09335136413574219
32,0.1054682731628418
33,0.0918586254119873
34,0.1063230037689209
35,0.12588858604431152
36,0.10892653465270996
37,0.10375523567199707
38,0.11044144630432129
39,0.11350488662719727
40,0.11188745498657227
41,0.11755871772766113
42,0.12122774124145508
43,0.12210917472839355
44,0.1189117431640625
45,0.12447357177734375
46,0.13540339469909668
47,0.12892508506774902
48,0.12843036651611328
49,0.14564895629882812
50,0.14615249633789062
