2,0.00032639503479003906
3,0.00035190582275390625
4,0.0004978179931640625
5,0.00047135353088378906
6,0.0010676383972167969
7,0.0008051395416259766
8,0.0004930496215820312
9,0.0007503032684326172
10,0.0008029937744140625
11,0.0008790493011474609
12,0.001443624496459961
13,0.0010364055633544922
14,0.0016071796417236328
15,0.0016453266143798828
16,0.0015273094177246094
17,0.0017268657684326172
18,0.0018916130065917969
19,0.0020530223846435547
20,0.002010822296142578
21,0.002061605453491211
22,0.002137422561645508
23,0.002544403076171875
24,0.0026760101318359375
25,0.005995988845825195
26,0.00407719612121582
27,0.003443002700805664
28,0.003969669342041016
29,0.0062830448150634766
30,0.004561185836791992
31,0.004879951477050781
32,0.00482177734375
33,0.005721330642700195
34,0.005842685699462891
35,0.0066258907318115234
36,0.007359504699707031
37,0.007169961929321289
38,0.008059024810791016
39,0.008225679397583008
40,0.00844120979309082
41,0.009517908096313477
42,0.010552167892456055
43,0.010588884353637695
44,0.011028051376342773
45,0.011439323425292969
46,0.012763023376464844
47,0.0156862735748291
48,0.015088796615600586
49,0.015261650085449219
50,0.015880107879638672
